Asset,Company,Country,Region,Sector,Facility_ID,Facility_Name,Facility_Type,Reporting_Year,Month,Emission_Type,Emission_Value_tCO2e,Emission_Method,Emission_Factor_Source,Regulator,Scope_1_tCO2e,Scope_2_tCO2e,Scope_3_tCO2e,Energy_Consumed_kWh,Flaring_Volume_Mscf,Methane_tons,Production_Volume,Production_Unit,Industry_Code,Data_Quality,Data_Type,Dataset_Version,Source,Latitude,Longitude,Facility_Status,Notes,Total_Emissions
Polymer Plant 378,Gamma Mining Corp,USA,North America,Petrochemicals,FAC-378,Granite Polymer Plant 378,Polymer Plant,2020,9,Total_GHG,1069.582,Hybrid,EPA AP-42,US EPA,540.063,122.219,407.3,328775.61,493.883,9.745,5499.98,tons/day,325110,High,Synthetic,v1.0,Generated,34.9763,-117.7543,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,1069.582
Gas Plant 379,Sequoia Refining,Saudi Arabia,Middle East,Oil & Gas,FAC-379,Cedar Onshore Gas Plant 379,Onshore Gas Plant,2020,10,Total_GHG,2213.908,Hybrid,EU EMEP/EEA,EU ETS,895.2,86.971,1231.737,259491.47,1826.83,26.811,2074.26,kbbl/day-eq,211120,High,Synthetic,v1.0,Generated,16.6591,47.2819,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,2213.908
Aromatics Unit 380,Vertex LNG,Canada,North America,Petrochemicals,FAC-380,Sunset Aromatics Unit 380,Aromatics Unit,2021,7,Total_GHG,809.9,Emission Factor,IEA 2023,US EPA,364.279,76.748,368.873,225829.81,543.838,5.85,4103.19,tons/day,325110,High,Synthetic,v1.0,Generated,52.0478,-86.4491,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,809.9
Processing Plant 381,Gamma Mining Corp,Qatar,Middle East,Mining,FAC-381,Silverline Processing Plant 381,Processing Plant,2022,8,Total_GHG,626.969,Direct Measurement,IEA 2023,Local Authority,243.082,89.065,294.822,230510.25,47.717,3.712,7105.77,MWh,212299,High,Synthetic,v1.0,Generated,24.4088,50.0758,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,626.969
Offshore Platform 382,Delta Petroleum,South Africa,Africa,Oil & Gas,FAC-382,Riverview Offshore Platform 382,Offshore Platform,2021,11,Total_GHG,1155.28,Direct Measurement,IEA 2023,US EPA,408.896,30.427,715.957,90913.45,232.557,12.595,828.9,MMscf,211120,High,Synthetic,v1.0,Generated,-23.5275,25.8221,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1155.28
Offshore Platform 383,Delta Petroleum,Qatar,Middle East,Oil & Gas,FAC-383,Highland Offshore Platform 383,Offshore Platform,2022,8,Total_GHG,2833.994,Hybrid,EU EMEP/EEA,EU ETS,1138.802,33.274,1661.918,95932.73,616.264,39.404,837.66,kbbl/day-eq,211120,Medium,Synthetic,v1.0,Generated,24.3529,50.4979,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,2833.994
Compressor 384,Nexus Petrochem,Canada,North America,Oil & Gas,FAC-384,Sunset Compressor Station 384,Compressor Station,2022,3,Total_GHG,1354.923,Emission Factor,IEA 2023,EU ETS,639.747,40.668,674.508,122674.19,550.635,20.36,1074.44,kbbl/day-eq,211120,Low,Synthetic,v1.0,Generated,63.4892,-58.9051,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,1354.923
Aromatics Unit 385,Vertex LNG,Qatar,Middle East,Petrochemicals,FAC-385,Silverline Aromatics Unit 385,Aromatics Unit,2020,7,Total_GHG,1285.59,Emission Factor,EPA AP-42,National Authority,553.264,78.073,654.253,222380.4,120.523,12.77,4118.41,tons/day,325110,Medium,Synthetic,v1.0,Generated,25.8514,51.8806,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1285.59
Compressor 386,Nexus Petrochem,UK,Europe,Oil & Gas,FAC-386,Granite Compressor Station 386,Compressor Station,2023,12,Total_GHG,3151.623,Hybrid,IEA 2023,US EPA,1148.201,59.466,1943.956,165373.11,317.485,38.29,1333.91,MWh,211120,High,Synthetic,v1.0,Generated,51.9388,-7.6549,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,3151.623
Blending Station 387,Nexus Petrochem,South Africa,Africa,Petrochemicals,FAC-387,Lakeside Blending Station 387,Blending Station,2021,3,Total_GHG,2569.397,Hybrid,IPCC 2019,US EPA,938.221,153.995,1477.181,352044.44,683.298,23.162,6164.3,MWh,325110,Medium,Synthetic,v1.0,Generated,-22.3103,19.2052,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,2569.397
Processing Plant 388,Epsilon Resources,UK,Europe,Mining,FAC-388,Highland Processing Plant 388,Processing Plant,2018,3,Total_GHG,1121.717,Direct Measurement,IEA 2023,EU ETS,564.609,180.302,376.806,463559.56,219.269,10.165,14406.06,tons/day,212299,High,Synthetic,v1.0,Generated,57.4401,-4.0203,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1121.717
Compressor 389,Sequoia Refining,UK,Europe,Oil & Gas,FAC-389,Riverview Compressor Station 389,Compressor Station,2024,4,Total_GHG,1858.993,Direct Measurement,EPA AP-42,US EPA,887.051,54.424,917.518,163086.79,1168.554,28.567,1375.36,MMscf,211120,Medium,Synthetic,v1.0,Generated,51.4851,-7.4102,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1858.993
Cracker Unit 390,Alpha Energy,USA,North America,Petrochemicals,FAC-390,Oakridge Cracker Unit 390,Cracker Unit,2022,1,Total_GHG,1222.575,Emission Factor,EPA AP-42,Local Authority,468.727,85.887,667.961,194708.93,450.583,10.559,3630.44,tons/day,325110,Low,Synthetic,v1.0,Generated,31.3859,-68.5976,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1222.575
Smelter 391,Nexus Petrochem,South Africa,Africa,Mining,FAC-391,Granite Smelter 391,Smelter,2024,2,Total_GHG,969.215,Direct Measurement,EPA AP-42,National Authority,464.359,68.306,436.55,187286.89,84.367,13.307,5120.41,MWh,212299,Medium,Synthetic,v1.0,Generated,-33.3131,23.3404,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,969.2149999999999
Smelter 392,Delta Petroleum,USA,North America,Mining,FAC-392,Granite Smelter 392,Smelter,2018,11,Total_GHG,948.748,Emission Factor,EU EMEP/EEA,National Authority,362.308,143.32,443.12,327011.21,130.165,7.04,8541.01,tons/day,212299,Low,Synthetic,v1.0,Generated,48.6684,-68.4623,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,948.748
Compressor 393,Epsilon Resources,South Africa,Africa,Oil & Gas,FAC-393,Eagle Compressor Station 393,Compressor Station,2022,12,Total_GHG,3663.69,Direct Measurement,EU EMEP/EEA,EU ETS,1158.338,40.917,2464.435,103668.16,164.415,40.044,864.26,kbbl/day-eq,211120,High,Synthetic,v1.0,Generated,-31.6591,20.1474,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,3663.69
Cracker Unit 394,Beta Oilfield Services,Qatar,Middle East,Petrochemicals,FAC-394,Granite Cracker Unit 394,Cracker Unit,2021,5,Total_GHG,2201.155,Hybrid,EPA AP-42,EU ETS,884.121,168.077,1148.957,398883.77,1388.431,19.601,7019.48,MWh,325110,Low,Synthetic,v1.0,Generated,25.9867,50.0584,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,2201.155
Cracker Unit 395,Orion Upstream,Qatar,Middle East,Petrochemicals,FAC-395,Silverline Cracker Unit 395,Cracker Unit,2021,11,Total_GHG,1832.27,Hybrid,IPCC 2019,Local Authority,540.458,181.701,1110.111,414377.2,394.622,6.825,7096.36,MWh,325110,High,Synthetic,v1.0,Generated,25.8203,51.4859,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1832.27
Mine 396,Epsilon Resources,USA,North America,Mining,FAC-396,Cedar Open-Pit Mine 396,Open-Pit Mine,2021,6,Total_GHG,791.97,Emission Factor,IEA 2023,National Authority,423.558,109.102,259.31,277121.75,89.621,9.773,7886.61,tons/day,212299,Medium,Synthetic,v1.0,Generated,39.1614,-112.9883,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,791.97
Processing Plant 397,Alpha Energy,South Africa,Africa,Mining,FAC-397,Silverline Processing Plant 397,Processing Plant,2018,5,Total_GHG,1125.437,Hybrid,IEA 2023,EU ETS,653.586,100.92,370.931,224450.14,25.835,19.434,6249.04,MWh,212299,Medium,Synthetic,v1.0,Generated,-30.1583,25.5357,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,1125.437
Compressor 398,Nexus Petrochem,UAE,Middle East,Oil & Gas,FAC-398,Riverview Compressor Station 398,Compressor Station,2018,9,Total_GHG,2181.77,Direct Measurement,EU EMEP/EEA,US EPA,713.122,73.122,1395.526,200177.15,1679.091,21.48,1610.83,MMscf,211120,High,Synthetic,v1.0,Generated,25.9376,54.2963,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,2181.77
Cracker Unit 399,Epsilon Resources,India,Asia-Pacific,Petrochemicals,FAC-399,Pioneer Cracker Unit 399,Cracker Unit,2023,8,Total_GHG,1406.338,Direct Measurement,EU EMEP/EEA,National Authority,720.89,105.421,580.027,230688.64,689.091,18.318,4452.81,tons/day,325110,Medium,Synthetic,v1.0,Generated,21.0927,79.5431,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1406.338
Refinery 400,Orion Upstream,India,Asia-Pacific,Oil & Gas,FAC-400,Eagle Refinery 400,Refinery,2023,6,Total_GHG,2079.964,Hybrid,EU EMEP/EEA,US EPA,573.406,89.768,1416.79,208725.2,713.102,16.092,1696.3,kbbl/day-eq,211120,Medium,Synthetic,v1.0,Generated,11.5927,69.0494,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,2079.964
Blending Station 401,Epsilon Resources,India,Asia-Pacific,Petrochemicals,FAC-401,Westfield Blending Station 401,Blending Station,2018,8,Total_GHG,980.284,Emission Factor,EU EMEP/EEA,Local Authority,471.501,78.881,429.902,176431.15,443.001,10.816,3546.12,tons/day,325110,Medium,Synthetic,v1.0,Generated,15.3465,70.4,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,980.2839999999999
Gathering Hub 402,Gamma Mining Corp,Qatar,Middle East,Oil & Gas,FAC-402,Eagle Gathering Hub 402,Gathering Hub,2024,9,Total_GHG,2832.181,Hybrid,IPCC 2019,EU ETS,945.493,46.798,1839.89,137701.11,663.192,31.378,1150.14,MWh,211120,Medium,Synthetic,v1.0,Generated,25.6257,50.0395,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,2832.181
Gathering Hub 403,Vertex LNG,Saudi Arabia,Middle East,Oil & Gas,FAC-403,Lakeside Gathering Hub 403,Gathering Hub,2023,3,Total_GHG,1896.091,Hybrid,IPCC 2019,EU ETS,740.122,52.468,1103.501,128880.47,144.627,24.259,1003.47,MMscf,211120,High,Synthetic,v1.0,Generated,17.8457,35.9322,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,1896.091
Aromatics Unit 404,Terra Minerals,India,Asia-Pacific,Petrochemicals,FAC-404,Granite Aromatics Unit 404,Aromatics Unit,2022,6,Total_GHG,1018.981,Direct Measurement,IEA 2023,Local Authority,423.822,137.534,457.625,300968.02,667.626,5.887,5273.92,tons/day,325110,High,Synthetic,v1.0,Generated,10.7971,77.8089,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,1018.981
Mine 405,Terra Minerals,UAE,Middle East,Mining,FAC-405,Riverview Open-Pit Mine 405,Open-Pit Mine,2021,8,Total_GHG,667.835,Hybrid,IEA 2023,Local Authority,296.837,78.378,292.62,215855.58,104.023,6.533,5956.99,MWh,212299,Medium,Synthetic,v1.0,Generated,23.0427,54.2488,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,667.835
Polymer Plant 406,Nexus Petrochem,Norway,Europe,Petrochemicals,FAC-406,Cedar Polymer Plant 406,Polymer Plant,2018,10,Total_GHG,1042.932,Emission Factor,IEA 2023,EU ETS,438.384,101.012,503.536,267191.93,211.057,6.462,5252.36,MWh,325110,High,Synthetic,v1.0,Generated,62.1127,25.4824,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,1042.932
Compressor 407,Beta Oilfield Services,Canada,North America,Oil & Gas,FAC-407,Highland Compressor Station 407,Compressor Station,2022,8,Total_GHG,2682.011,Emission Factor,IEA 2023,Local Authority,824.823,33.389,1823.799,96133.12,683.901,28.059,770.23,MMscf,211120,Medium,Synthetic,v1.0,Generated,47.7447,-75.9072,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,2682.011
Blending Station 408,Vertex LNG,South Africa,Africa,Petrochemicals,FAC-408,Eagle Blending Station 408,Blending Station,2023,3,Total_GHG,1710.909,Hybrid,EU EMEP/EEA,National Authority,806.012,119.248,785.649,275271.01,711.682,20.204,5129.26,tons/day,325110,High,Synthetic,v1.0,Generated,-32.4691,18.1425,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1710.909
Concentrator 409,Epsilon Resources,Qatar,Middle East,Mining,FAC-409,Lakeside Concentrator 409,Concentrator,2020,11,Total_GHG,690.277,Direct Measurement,IPCC 2019,Local Authority,307.954,152.517,229.806,323692.2,54.116,4.392,9424.56,MWh,212299,Medium,Synthetic,v1.0,Generated,25.0412,51.4369,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,690.277
Compressor 410,Terra Minerals,Norway,Europe,Oil & Gas,FAC-410,Oakridge Compressor Station 410,Compressor Station,2022,12,Total_GHG,2178.214,Hybrid,IPCC 2019,National Authority,954.291,62.655,1161.268,142415.32,1119.269,31.673,1159.82,kbbl/day-eq,211120,Low,Synthetic,v1.0,Generated,64.2355,18.3903,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,2178.214
Polymer Plant 411,Gamma Mining Corp,Canada,North America,Petrochemicals,FAC-411,Granite Polymer Plant 411,Polymer Plant,2018,7,Total_GHG,1229.39,Emission Factor,EU EMEP/EEA,Local Authority,574.167,141.483,513.74,319643.65,260.73,10.148,5962.82,tons/day,325110,High,Synthetic,v1.0,Generated,52.9104,-128.2679,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1229.39
Blending Station 412,Delta Petroleum,UAE,Middle East,Petrochemicals,FAC-412,Eagle Blending Station 412,Blending Station,2024,1,Total_GHG,1402.564,Emission Factor,EPA AP-42,US EPA,520.389,83.531,798.644,222183.57,92.598,10.985,4431.93,MWh,325110,High,Synthetic,v1.0,Generated,25.7164,55.7957,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1402.564
Gathering Hub 413,Terra Minerals,Norway,Europe,Oil & Gas,FAC-413,Northshore Gathering Hub 413,Gathering Hub,2019,11,Total_GHG,1135.232,Emission Factor,IEA 2023,EU ETS,441.095,29.175,664.962,86472.79,267.954,14.052,736.01,MMscf,211120,High,Synthetic,v1.0,Generated,63.3393,28.7408,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1135.232
Processing Plant 414,Beta Oilfield Services,UK,Europe,Mining,FAC-414,Cedar Processing Plant 414,Processing Plant,2023,6,Total_GHG,1658.563,Hybrid,IEA 2023,Local Authority,793.142,184.012,681.409,462050.07,264.624,19.765,12776.72,tons/day,212299,Medium,Synthetic,v1.0,Generated,52.2792,-6.6632,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,1658.563
Smelter 415,Gamma Mining Corp,Canada,North America,Mining,FAC-415,Riverview Smelter 415,Smelter,2019,6,Total_GHG,1007.351,Direct Measurement,EU EMEP/EEA,EU ETS,531.976,109.921,365.454,276996.81,142.246,13.166,8693.02,tons/day,212299,Medium,Synthetic,v1.0,Generated,68.8573,-70.2413,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1007.351
Offshore Platform 416,Epsilon Resources,Canada,North America,Oil & Gas,FAC-416,Lakeside Offshore Platform 416,Offshore Platform,2023,7,Total_GHG,2336.02,Direct Measurement,IEA 2023,US EPA,820.814,50.682,1464.524,110956.07,176.468,27.603,875.15,MWh,211120,High,Synthetic,v1.0,Generated,66.3325,-52.5054,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,2336.02
Offshore Platform 417,Nexus Petrochem,USA,North America,Oil & Gas,FAC-417,Northshore Offshore Platform 417,Offshore Platform,2021,7,Total_GHG,1956.136,Emission Factor,EPA AP-42,Local Authority,785.68,93.085,1077.371,220048.98,532.593,23.632,1786.12,MWh,211120,Low,Synthetic,v1.0,Generated,39.7952,-118.7257,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,1956.136
Gas Plant 418,Alpha Energy,Norway,Europe,Oil & Gas,FAC-418,Silverline Onshore Gas Plant 418,Onshore Gas Plant,2020,4,Total_GHG,2302.926,Direct Measurement,IEA 2023,Local Authority,1135.709,54.039,1113.178,146566.4,201.739,38.433,1129.14,MMscf,211120,High,Synthetic,v1.0,Generated,58.5316,6.3554,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,2302.926
Aromatics Unit 419,Delta Petroleum,UAE,Middle East,Petrochemicals,FAC-419,Westfield Aromatics Unit 419,Aromatics Unit,2019,11,Total_GHG,1876.023,Hybrid,EPA AP-42,Local Authority,960.444,143.984,771.595,367941.72,1541.136,21.77,7365.99,tons/day,325110,Medium,Synthetic,v1.0,Generated,22.8401,52.9202,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,1876.023
Gathering Hub 420,Gamma Mining Corp,USA,North America,Oil & Gas,FAC-420,Silverline Gathering Hub 420,Gathering Hub,2020,9,Total_GHG,1224.738,Direct Measurement,IEA 2023,Local Authority,407.937,80.899,735.902,172488.65,1171.857,10.726,1452.37,MMscf,211120,Medium,Synthetic,v1.0,Generated,28.068,-99.7437,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1224.738
Gathering Hub 421,Alpha Energy,UK,Europe,Oil & Gas,FAC-421,Oakridge Gathering Hub 421,Gathering Hub,2022,9,Total_GHG,1573.887,Hybrid,IEA 2023,US EPA,772.029,99.911,701.947,282947.01,1349.793,21.361,2387.62,kbbl/day-eq,211120,Medium,Synthetic,v1.0,Generated,55.9257,-4.0251,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1573.887
Concentrator 422,Epsilon Resources,UK,Europe,Mining,FAC-422,Westfield Concentrator 422,Concentrator,2019,4,Total_GHG,816.308,Direct Measurement,IEA 2023,US EPA,413.924,156.557,245.827,340531.91,141.351,7.753,10152.13,tons/day,212299,High,Synthetic,v1.0,Generated,52.3709,-5.3149,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,816.308
Aromatics Unit 423,Orion Upstream,Canada,North America,Petrochemicals,FAC-423,Highland Aromatics Unit 423,Aromatics Unit,2023,3,Total_GHG,1644.653,Direct Measurement,IPCC 2019,National Authority,811.7,113.96,718.993,240200.88,145.839,21.522,4526.03,MWh,325110,Low,Synthetic,v1.0,Generated,68.5536,-62.2092,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,1644.653
Polymer Plant 424,Vertex LNG,UK,Europe,Petrochemicals,FAC-424,Oakridge Polymer Plant 424,Polymer Plant,2024,7,Total_GHG,1940.416,Direct Measurement,IEA 2023,National Authority,678.858,124.428,1137.13,316207.45,501.304,14.854,5496.59,tons/day,325110,Low,Synthetic,v1.0,Generated,52.5941,-5.9608,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,1940.416
Mine 425,Epsilon Resources,Norway,Europe,Mining,FAC-425,Oakridge Open-Pit Mine 425,Open-Pit Mine,2022,4,Total_GHG,955.848,Direct Measurement,IPCC 2019,National Authority,424.833,91.767,439.248,268351.48,72.873,9.897,7781.74,tons/day,212299,High,Synthetic,v1.0,Generated,69.5083,26.255,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,955.848
Refinery 426,Gamma Mining Corp,UK,Europe,Oil & Gas,FAC-426,Oakridge Refinery 426,Refinery,2022,1,Total_GHG,1874.109,Hybrid,EU EMEP/EEA,EU ETS,670.849,87.103,1116.157,247189.48,386.775,19.113,1887.19,kbbl/day-eq,211120,High,Synthetic,v1.0,Generated,56.1609,-5.3234,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1874.109
Refinery 427,Terra Minerals,UAE,Middle East,Oil & Gas,FAC-427,Northshore Refinery 427,Refinery,2018,9,Total_GHG,1211.369,Emission Factor,IEA 2023,National Authority,485.179,42.735,683.455,111970.22,369.405,15.29,866.14,MWh,211120,Medium,Synthetic,v1.0,Generated,24.5099,51.6154,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1211.369
Compressor 428,Gamma Mining Corp,Canada,North America,Oil & Gas,FAC-428,Highland Compressor Station 428,Compressor Station,2020,2,Total_GHG,1021.653,Direct Measurement,EU EMEP/EEA,EU ETS,382.749,67.56,571.344,173862.57,1274.058,9.688,1490.44,kbbl/day-eq,211120,Medium,Synthetic,v1.0,Generated,49.0621,-55.8309,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,1021.653
Aromatics Unit 429,Orion Upstream,Canada,North America,Petrochemicals,FAC-429,Granite Aromatics Unit 429,Aromatics Unit,2020,12,Total_GHG,1817.594,Emission Factor,IPCC 2019,US EPA,589.943,168.383,1059.268,430127.47,1509.2,8.283,7292.91,tons/day,325110,Medium,Synthetic,v1.0,Generated,50.3195,-96.0659,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1817.594
Processing Plant 430,Beta Oilfield Services,Saudi Arabia,Middle East,Mining,FAC-430,Cedar Processing Plant 430,Processing Plant,2020,6,Total_GHG,648.452,Emission Factor,EU EMEP/EEA,National Authority,339.643,79.377,229.432,186930.9,45.069,8.706,5141.97,MWh,212299,Medium,Synthetic,v1.0,Generated,30.9216,36.7281,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,648.452
Mine 431,Sequoia Refining,Qatar,Middle East,Mining,FAC-431,Silverline Open-Pit Mine 431,Open-Pit Mine,2019,12,Total_GHG,738.969,Emission Factor,EPA AP-42,EU ETS,441.498,73.195,224.276,156617.83,89.233,12.578,4968.83,MWh,212299,High,Synthetic,v1.0,Generated,25.0539,51.5532,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,738.969
Blending Station 432,Delta Petroleum,UK,Europe,Petrochemicals,FAC-432,Riverview Blending Station 432,Blending Station,2018,12,Total_GHG,846.388,Hybrid,IEA 2023,US EPA,330.309,77.23,438.849,186970.99,464.843,6.173,3248.06,MWh,325110,High,Synthetic,v1.0,Generated,56.6226,-7.4413,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,846.388
Refinery 433,Alpha Energy,South Africa,Africa,Oil & Gas,FAC-433,Riverview Refinery 433,Refinery,2021,12,Total_GHG,1425.102,Direct Measurement,IPCC 2019,US EPA,595.668,51.671,777.763,119818.58,348.624,19.075,960.35,MWh,211120,Medium,Synthetic,v1.0,Generated,-24.0272,24.2474,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1425.102
Refinery 434,Nexus Petrochem,Qatar,Middle East,Oil & Gas,FAC-434,Eagle Refinery 434,Refinery,2023,5,Total_GHG,2081.328,Hybrid,IEA 2023,National Authority,591.08,73.562,1416.686,193375.58,554.697,16.8,1676.5,MWh,211120,Medium,Synthetic,v1.0,Generated,25.3598,51.752,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,2081.328
Gathering Hub 435,Sequoia Refining,Canada,North America,Oil & Gas,FAC-435,Granite Gathering Hub 435,Gathering Hub,2023,11,Total_GHG,1564.903,Emission Factor,IPCC 2019,EU ETS,529.21,62.555,973.138,188164.09,1423.794,14.513,1680.7,MMscf,211120,High,Synthetic,v1.0,Generated,65.0471,-98.7776,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,1564.903
Offshore Platform 436,Sequoia Refining,USA,North America,Oil & Gas,FAC-436,Eagle Offshore Platform 436,Offshore Platform,2019,11,Total_GHG,2033.992,Emission Factor,IPCC 2019,Local Authority,854.206,53.659,1126.127,163941.1,1420.389,27.192,1432.3,kbbl/day-eq,211120,Medium,Synthetic,v1.0,Generated,43.1565,-106.071,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,2033.992
Polymer Plant 437,Orion Upstream,Qatar,Middle East,Petrochemicals,FAC-437,Silverline Polymer Plant 437,Polymer Plant,2023,2,Total_GHG,1818.889,Direct Measurement,IEA 2023,National Authority,933.892,176.942,708.055,385485.68,1011.042,21.456,7005.78,tons/day,325110,High,Synthetic,v1.0,Generated,25.4514,51.9477,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1818.889
Polymer Plant 438,Delta Petroleum,Norway,Europe,Petrochemicals,FAC-438,Eagle Polymer Plant 438,Polymer Plant,2022,12,Total_GHG,1687.262,Hybrid,EU EMEP/EEA,EU ETS,663.907,65.637,957.718,201091.97,154.419,17.616,3695.03,MWh,325110,High,Synthetic,v1.0,Generated,67.9947,9.1872,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1687.262
Offshore Platform 439,Sequoia Refining,India,Asia-Pacific,Oil & Gas,FAC-439,Highland Offshore Platform 439,Offshore Platform,2022,2,Total_GHG,1153.263,Emission Factor,EPA AP-42,National Authority,532.072,30.259,590.932,90519.48,687.118,17.257,783.52,MMscf,211120,Low,Synthetic,v1.0,Generated,9.9481,68.2988,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,1153.263
Processing Plant 440,Beta Oilfield Services,South Africa,Africa,Mining,FAC-440,Highland Processing Plant 440,Processing Plant,2021,7,Total_GHG,881.494,Hybrid,IPCC 2019,US EPA,407.419,120.404,353.671,311836.58,94.717,8.349,9016.32,tons/day,212299,Medium,Synthetic,v1.0,Generated,-28.1409,23.4521,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,881.4939999999999
Cracker Unit 441,Gamma Mining Corp,Canada,North America,Petrochemicals,FAC-441,Cedar Cracker Unit 441,Cracker Unit,2024,2,Total_GHG,1379.496,Direct Measurement,EU EMEP/EEA,National Authority,680.969,93.91,604.617,278285.72,402.726,16.039,4894.17,MWh,325110,High,Synthetic,v1.0,Generated,50.8478,-126.0779,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,1379.496
Concentrator 442,Sequoia Refining,India,Asia-Pacific,Mining,FAC-442,Westfield Concentrator 442,Concentrator,2020,8,Total_GHG,839.07,Emission Factor,EU EMEP/EEA,National Authority,474.203,109.522,255.345,246741.59,17.749,12.677,6469.41,tons/day,212299,High,Synthetic,v1.0,Generated,12.2527,82.8257,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,839.07
Compressor 443,Epsilon Resources,UAE,Middle East,Oil & Gas,FAC-443,Westfield Compressor Station 443,Compressor Station,2020,7,Total_GHG,3260.002,Emission Factor,EPA AP-42,Local Authority,1044.554,23.27,2192.178,70816.81,268.426,36.65,595.93,MWh,211120,High,Synthetic,v1.0,Generated,24.5427,51.418,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,3260.002
Smelter 444,Vertex LNG,Australia,Asia-Pacific,Mining,FAC-444,Silverline Smelter 444,Smelter,2021,6,Total_GHG,740.523,Hybrid,EPA AP-42,US EPA,357.957,140.118,242.448,339633.15,110.306,6.458,9114.95,MWh,212299,High,Synthetic,v1.0,Generated,-18.5346,121.1062,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,740.523
Compressor 445,Orion Upstream,Canada,North America,Oil & Gas,FAC-445,Highland Compressor Station 445,Compressor Station,2022,12,Total_GHG,2472.227,Direct Measurement,EU EMEP/EEA,EU ETS,839.734,29.547,1602.946,90680.98,621.211,28.831,694.13,MMscf,211120,Medium,Synthetic,v1.0,Generated,64.3845,-80.6928,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,2472.227
